"Format","MoTeC CSV File",,,"Workbook",""
"Venue","Kerhohuone",,,"Worksheet",""
"Vehicle","Remmi Team 8",,,"Vehicle Desc",""
"Driver","",,,"Engine ID",""
"Device","M1"
"Comment","",,,"Session","3"
"Log Date","17/01/2026",,,"Origin Time","0.000","s"
"Log Time","22.16.49",,,"Start Time","0.000","s"
"Sample Rate","50.000","Hz",,"End Time","73.020","s"
"Duration","73.020","s",,"Start Distance",
"Range","entire outing",,,"End Distance",
"Beacon Markers",""


"Time","Engine Speed","Exhaust Lambda","Ignition Output Cut Count","Driver Throttle","Dyno Filtered Speed","ECU Battery Voltage","Engine Efficiency","Engine Load","Engine Load Normalised","Fuel Mixture Aim","Fuel Volume Compensation","Fuel Volume Trim","Fuel Volume","Fuel Volume Cylinder 1 Volume","Fuel Cylinder 1 Output Volume","Fuel Injector Differential Pressure","Fuel Cylinder 1 Output Pulse Width 1","Fuel Timing","Fuel Volume Per Cycle","Fuel Injector Duty Cycle","Fuel Used","Fuel Mass Flow","Ignition Timing Main","Ignition Timing","Engine Speed Limit Ignition","ECU Internal Temperature","Engine Synchronisation Voltage Maximum","Engine Synchronisation Voltage Minimum","Fuel Temperature","ECU Uptime","Wheels Rear","Drive Train Ratio","Drive Train Clutch Slip Loss","GPS Receiver Altitude","GPS Receiver Speed","ECU CPU Usage","Dyno Power Engine","Dyno Brake Specific Fuel Consumption","Vehicle Speed","Fuel Pressure","Dyno Force Wheel","GPS Receiver Latitude","GPS Receiver Longitude","Dyno Angular Acceleration","Dyno Torque Wheel","Dyno Torque Engine","Fuel Cylinder 1 Pin Diagnostic","Engine Speed Reference State","Ignition Timing State","Engine Speed Reference Diagnostic","Engine Speed Pin Diagnostic","Engine Speed Limit State","Engine Synchronisation Position Diagnostic","Engine Synchronisation Pin Diagnostic","Fuel Cylinder 1 Output Diagnostic","Ignition Output Diagnostic","Exhaust Lambda Collector Diagnostic","Ignition State"
"s","rpm","LA","","","deg/s","V","%","mg","%","LA","%Trim","%Trim","ul","ul","ul","dkPa","ms","dBTDC","ul","%","l","g/min","dBTDC","dBTDC","rpm","C","V","V","C","s","km/h","","%","m","km/h","%","ps","","km/h","kPa","N","deg","deg","deg/s/s","N.m","N.m","","","","","","","","","","","",""


"0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.080","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.260","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.280","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.320","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.440","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.480","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.520","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.560","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.580","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.620","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.640","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.660","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.720","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.740","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.820","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.840","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.880","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.900","0.0","","","0","0.0","16.373","100.0","49.7","98.3","0.95","","","8.084","9.7","0.0","","0.0","305.0","0.000","","0.000","0.00","-1.0","-1.0","4500","","","","25.0","","0.0","","0.0","","","92.4","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","","1","1","0","1","1","1","7","-1","0"
"0.920","0.0","","","0","0.0","16.375","100.0","49.7","98.3","0.95","","","8.084","9.7","0.0","","0.0","305.0","0.000","","0.000","0.00","-1.0","-1.0","4500","","","","25.0","","0.0","","0.0","","","59.5","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","","1","1","0","1","1","1","7","-1","0"
"0.940","0.0","","","0","0.0","16.378","100.0","49.7","98.3","0.95","","","8.084","9.7","0.0","","0.0","305.0","0.000","","0.000","0.00","-1.0","-1.0","4500","","","","25.0","","0.0","","0.0","","","70.0","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","","1","1","0","1","1","1","7","-1","0"
"0.960","0.0","","","0","0.0","16.380","100.0","49.7","98.3","0.95","","","8.084","9.7","0.0","","0.0","305.0","0.000","","0.000","0.00","-1.0","-1.0","4500","","","","25.0","","0.0","","0.0","","","71.5","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","","1","1","0","1","1","1","7","-1","0"
"0.980","0.0","","","0","0.0","16.382","100.0","49.7","98.3","0.95","","","8.084","9.7","0.0","","0.0","305.0","0.000","","0.000","0.00","-1.0","-1.0","4500","","","","25.0","","0.0","","0.0","","","59.0","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","","1","1","0","1","1","1","7","-1","0"
"1.000","0.0","","0","0","0.0","16.385","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.102","0.033","25.0","28.0","0.0","8.0","0.0","","","73.1","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.020","0.0","","0","0","0.0","16.385","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.102","0.033","25.0","28.0","0.0","8.0","0.0","","","70.4","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.040","0.0","","0","0","0.0","16.385","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.101","0.034","25.0","28.0","0.0","8.0","0.0","","","59.9","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.060","0.0","","0","0","0.0","16.385","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.101","0.034","25.0","28.1","0.0","8.0","0.0","","","81.1","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.080","0.0","","0","0","0.0","16.385","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.101","0.035","25.0","28.1","0.0","8.0","0.0","","","58.4","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.100","0.0","","0","0","0.0","16.385","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.100","0.035","25.0","28.1","0.0","8.0","0.0","","","60.6","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.120","0.0","","0","0","0.0","16.385","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.100","0.036","25.0","28.1","0.0","8.0","0.0","","","84.2","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.140","0.0","","0","0","0.0","16.385","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.099","0.036","25.0","28.1","0.0","8.0","0.0","","","50.1","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.160","0.0","","0","0","0.0","16.385","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.099","0.037","25.0","28.2","0.0","8.0","0.0","","","14.3","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.180","0.0","","0","0","0.0","16.385","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.098","0.037","25.0","28.2","0.0","8.0","0.0","","","15.2","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.200","0.0","","0","0","0.0","16.385","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.098","0.038","25.0","28.2","0.0","8.0","0.0","","","13.9","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.220","0.0","","0","0","0.0","16.382","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.097","0.038","25.0","28.2","0.0","8.0","0.0","","","24.5","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.240","0.0","","0","0","0.0","16.380","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.097","0.038","25.0","28.2","0.0","8.0","0.0","","","13.8","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.260","0.0","","0","0","0.0","16.378","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.096","0.039","25.0","28.3","0.0","8.0","0.0","","","14.1","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.280","0.0","","0","0","0.0","16.375","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.096","0.039","25.0","28.3","0.0","8.0","0.0","","","13.8","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.300","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.095","0.040","25.0","28.3","0.0","8.0","0.0","","","13.8","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.320","0.0","","0","0","0.0","16.375","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.095","0.040","25.0","28.3","0.0","8.0","0.0","","","18.7","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.340","0.0","","0","0","0.0","16.378","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.095","0.041","25.0","28.3","0.0","8.0","0.0","","","13.9","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.360","0.0","","0","0","0.0","16.380","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.094","0.041","25.0","28.4","0.0","8.0","0.0","","","14.2","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.380","0.0","","0","0","0.0","16.382","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.094","0.042","25.0","28.4","0.0","8.0","0.0","","","13.8","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.400","0.0","","0","0","0.0","16.385","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.093","0.042","25.0","28.4","0.0","8.0","0.0","","","16.0","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.420","0.0","","0","0","0.0","16.382","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.093","0.043","25.0","28.4","0.0","8.0","0.0","","","17.1","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.440","0.0","","0","0","0.0","16.380","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.092","0.043","25.0","28.4","0.0","8.0","0.0","","","13.8","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.460","0.0","","0","0","0.0","16.378","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.092","0.044","25.0","28.5","0.0","8.0","0.0","","","14.2","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.480","0.0","","0","0","0.0","16.375","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.091","0.044","25.0","28.5","0.0","8.0","0.0","","","13.8","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.500","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.091","0.045","25.0","28.5","0.0","8.0","0.0","","","16.6","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.520","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.090","0.045","25.0","28.5","0.0","8.0","0.0","","","16.4","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.540","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.090","0.045","25.0","28.5","0.0","8.0","0.0","","","16.7","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.560","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.089","0.046","25.0","28.6","0.0","8.0","0.0","","","14.3","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.580","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.089","0.046","25.0","28.6","0.0","8.0","0.0","","","13.9","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.600","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.088","0.047","25.0","28.6","0.0","8.0","0.0","","","16.0","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.620","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.088","0.047","25.0","28.6","0.0","8.0","0.0","","","16.5","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.640","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.088","0.048","25.0","28.6","0.0","8.0","0.0","","","14.0","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.660","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.087","0.048","25.0","28.7","0.0","8.0","0.0","","","14.2","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.680","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.087","0.049","25.0","28.7","0.0","8.0","0.0","","","14.5","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.700","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.086","0.049","25.0","28.7","0.0","8.0","0.0","","","16.0","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.720","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.086","0.050","25.0","28.7","0.0","8.0","0.0","","","16.5","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.740","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.085","0.050","25.0","28.7","0.0","8.0","0.0","","","13.9","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.760","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.085","0.051","25.0","28.8","0.0","8.0","0.0","","","14.3","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.780","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.084","0.051","25.0","28.8","0.0","8.0","0.0","","","13.9","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.800","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.084","0.051","25.0","28.8","0.0","8.0","0.0","","","16.0","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.820","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.083","0.052","25.0","28.8","0.0","8.0","0.0","","","16.6","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.840","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.083","0.052","25.0","28.8","0.0","8.0","0.0","","","13.9","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
"1.860","0.0","","0","0","0.0","16.373","100.0","49.7","98.3","0.95","40.00","20.0","8.084","9.7","0.0","420.0","0.0","305.0","0.000","0.0","0.000","0.00","-1.0","-1.0","4500","31","0.082","0.053","25.0","28.9","0.0","8.0","0.0","","","14.2","0.0","0.0","0.00","420.0","0.0","0.0000000","0.0000000","0.0","0.0","0.0","1","2","0","1","1","0","1","1","1","7","-1","0"
